field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"17405","6138000095",2014/11/18,219000,"3",1,"1080","10639",1.5,false,NONE,Average,7 Average,"1080","0.0","1953",1953,"98002",47.3171,-122.219,"1470","10600","0",false,0.811942975184635
"17406","2356800020",2014/09/29,416000,"2",1,"880","6650",1,false,NONE,Very Good,6 Low Average,"880","0.0","1918",1918,"98117",47.6914,-122.372,"1250","6650","0",false,1.15291790439985
"17407","5379805495",2015/04/13,179000,"2",1,"720","8914",1,false,NONE,Average,6 Low Average,"720","0.0","1949",1949,"98188",47.4488,-122.274,"1100","8916","0",false,0.765053812843654
"17408","3861440010",2014/07/15,302000,"4",2.75,"2030","9120",1,false,NONE,Good,7 Average,"2030","0.0","1988",1988,"98003",47.282,-122.303,"1790","7627","0",false,0.333204484235429
"17409","2505500009",2015/04/27,565000,"4",2,"2040","8281",2,false,FAIR,Average,7 Average,"2040","0.0","1961",1961,"98033",47.6689,-122.195,"2560","8281","0",false,0.659483118732914
"17410","3388000080",2015/04/22,281700,"3",1,"1570","8316",1,false,NONE,Average,7 Average,"1070","500.0","1962",1962,"98031",47.3943,-122.198,"2030","8295","500",false,0.489441940262514
"17411","480000170",2014/06/27,480000,"2",1,"1500","3420",1,false,NONE,Average,7 Average,"1500","0.0","1902",1902,"98103",47.661,-122.338,"2050","3420","0",false,0.771293491115368
"17412","2597650660",2014/10/13,775000,"4",2.5,"3180","15358",2,false,NONE,Average,9 Better,"3180","0.0","1988",1988,"98027",47.5172,-122.053,"3020","15522","0",false,0.797321864586042
"17413","7304300470",2014/09/04,375000,"3",1.75,"1260","11224",1,false,NONE,Very Good,7 Average,"1260","0.0","1947",1947,"98155",47.7444,-122.321,"1570","11052","0",false,0.538988371320295
"17414","7334600170",2014/10/13,345000,"3",1.5,"1390","13860",2,false,NONE,Average,7 Average,"1390","0.0","1979",1979,"98045",47.4704,-121.747,"1390","11860","0",false,0.23009273474908
"17415","7222000244",2015/02/23,300000,"3",3,"2850","9375",1,false,NONE,Average,8 Good,"2240","610.0","1977",1977,"98055",47.4655,-122.209,"1800","9375","610",false,0.363135421413928
"17416","9558020840",2015/04/22,364950,"4",2.5,"2070","2992",2,false,NONE,Average,8 Good,"2070","0.0","2002",2002,"98058",47.4496,-122.12,"1900","2957","0",false,0.124911106074856
"17417","5592900020",2014/12/02,410000,"3",3.25,"2650","7819",1,false,AVERAGE,Good,8 Good,"1760","890.0","1956",1956,"98056",47.4821,-122.192,"2400","7727","890",false,0.420064492348246
"17418","8732190380",2015/04/14,231000,"3",1.75,"1220","8817",1,false,NONE,Average,7 Average,"1220","0.0","1978",1978,"98023",47.3111,-122.396,"2000","8028","0",false,0.287212473724723
"17419","2249800080",2014/05/23,445000,"3",2,"1630","8702",1,false,NONE,Average,9 Better,"1630","0.0","1987",1987,"98056",47.5168,-122.193,"2250","9890","0",false,0.63403271910773
"17420","2062600020",2014/07/08,530000,"2",2.5,"1785","779",2,false,NONE,Average,7 Average,"1595","190.0","1975",1975,"98004",47.5959,-122.198,"1780","794","190",false,0.287239869027479
"17421","7660100309",2014/12/26,353500,"3",2.5,"1260","972",2,false,NONE,Average,8 Good,"840","420.0","2008",2008,"98144",47.5872,-122.316,"1270","925","420",false,0.808213113236996
"17422","6093900280",2014/05/07,209950,"3",1.5,"1380","11130",1,false,NONE,Average,7 Average,"1380","0.0","1960",1960,"98003",47.3146,-122.323,"1380","9200","0",false,0.611404001169635
"17423","4154303125",2015/04/23,650000,"3",1.75,"2330","7200",1,false,NONE,Good,8 Good,"1320","1010.0","1950",1950,"98118",47.565,-122.274,"1820","7200","1010",false,0.216836408945924
"17424","2695600005",2014/06/20,325000,"2",1,"840","4239",1,false,NONE,Average,7 Average,"840","0.0","1948",1948,"98126",47.5319,-122.382,"1120","4494","0",false,0.576827002344529
"17425","3826500020",2014/08/28,257000,"3",2.25,"1730","9516",1,false,NONE,Average,8 Good,"1180","550.0","1978",1978,"98030",47.3823,-122.166,"1870","8165","550",false,0.188235287118489
"17426","9238440130",2014/06/30,337000,"4",2.5,"2230","5970",2,false,NONE,Good,7 Average,"2230","0.0","2002",2002,"98042",47.3745,-122.131,"1970","4919","0",false,0.345447104350112
"17427","3630030010",2014/09/26,541000,"3",2.5,"1790","4038",2,false,NONE,Average,8 Good,"1790","0.0","2005",2005,"98029",47.5499,-121.998,"1700","3365","0",false,0.116678807998922
"17428","1592000130",2014/11/14,577500,"3",2.5,"2280","10879",2,false,NONE,Average,9 Better,"2280","0.0","1984",1984,"98074",47.6217,-122.034,"2400","9536","0",false,0.105814950356367
"17429","2487200279",2014/11/24,560000,"3",2.5,"2430","5128",1,false,FAIR,Average,8 Good,"1270","1160.0","1978",1978,"98136",47.5198,-122.389,"2510","5330","1160",false,0.266378270558455
"17430","1959703070",2014/10/29,979700,"5",3,"3730","5500",1.5,false,NONE,Average,7 Average,"2160","1570.0","1927",1927,"98102",47.6507,-122.32,"1890","5500","1570",false,0.0288411118266939
"17431","4038700680",2014/07/25,750000,"5",3,"2230","8560",1,false,NONE,Average,8 Good,"1150","1080.0","1960",2014,"98008",47.6154,-122.115,"2040","8560","1080",true,0.249575061762864
"17432","9390700095",2014/08/08,407500,"2",1,"770","2971",1,false,AVERAGE,Average,7 Average,"770","0.0","1923",1923,"98102",47.6358,-122.322,"1440","4000","0",false,0.250702242542432
"17433","6392003810",2014/05/23,530000,"4",1.75,"1814","5000",1,false,NONE,Good,7 Average,"944","870.0","1951",1951,"98115",47.684,-122.281,"1290","5000","870",false,0.821410747618263
"17434","7806210250",2015/04/06,235000,"4",1.75,"1920","9350",1,false,NONE,Good,7 Average,"1000","920.0","1977",1977,"98002",47.292,-122.195,"1910","8400","920",false,0.650748067445171
"17435","2919200440",2015/04/07,715000,"4",2.5,"1860","3840",1.5,false,NONE,Average,7 Average,"1170","690.0","1928",2014,"98117",47.6886,-122.359,"1400","3840","690",true,0.882571705023494
"17436","6751500185",2015/04/21,795000,"5",3,"2750","10000",1,false,NONE,Good,7 Average,"1730","1020.0","1957",1957,"98008",47.5878,-122.13,"2520","10000","1020",false,0.0860322108357123
"17437","5137300130",2014/05/09,465000,"4",2.5,"1930","9653",1,false,NONE,Good,9 Better,"1930","0.0","1968",1968,"98023",47.3367,-122.335,"2100","10454","0",false,0.335887995630497
"17438","2744000010",2014/05/13,287600,"3",2.5,"1950","8251",2,false,NONE,Average,7 Average,"1950","0.0","1990",1990,"98001",47.343,-122.28,"1540","8588","0",false,0.319465457948566
"17439","4279600010",2014/12/30,630000,"6",3,"2470","9328",2,false,NONE,Average,8 Good,"2470","0.0","1982",1982,"98007",47.6025,-122.153,"2470","9454","0",false,0.450485668854564
"17440","2540830020",2015/04/01,445000,"3",2.25,"1630","6449",1,false,NONE,Average,7 Average,"1310","320.0","1986",1986,"98011",47.7275,-122.232,"1620","7429","320",false,0.157051021706072
"17441","7214800190",2015/01/05,490000,"4",2.25,"2110","16200",1,false,NONE,Average,8 Good,"1630","480.0","1978",1978,"98072",47.752,-122.144,"2370","16000","480",false,0.333297577116459
"17442","9169100185",2015/02/25,565000,"3",1.75,"1490","5000",1,false,FAIR,Average,8 Good,"1250","240.0","1954",1954,"98136",47.5257,-122.392,"1980","5000","240",false,0.102998974859677
"17443","859000022",2014/08/19,330000,"3",2.5,"1740","1844",2,false,NONE,Average,8 Good,"1320","420.0","2008",2008,"98106",47.5248,-122.365,"1740","1789","420",false,0.687439663775794
"17444","1180005050",2014/12/18,463000,"4",2.75,"1900","6000",1,false,AVERAGE,Average,7 Average,"1300","600.0","1961",1961,"98178",47.495,-122.229,"2230","6000","600",false,0.59907817494301
"17445","3625700010",2014/05/06,1870000,"5",4,"4510","15175",2,false,NONE,Average,10 Very Good,"4510","0.0","1969",2002,"98040",47.5309,-122.228,"3510","13500","0",true,0.333153097079383
"17446","7335400020",2014/06/26,219500,"3",1,"1090","6710",1.5,false,NONE,Very Good,5 Fair,"1090","0.0","1912",1912,"98002",47.3066,-122.217,"1170","6708","0",false,0.51756149900116
"17447","8902000050",2014/10/27,622200,"3",1.75,"1720","7200",1,false,NONE,Average,7 Average,"1420","300.0","1959",1959,"98125",47.7062,-122.304,"1380","8000","300",false,1.13522497378953
"17448","1972200698",2014/05/28,474800,"2",3.25,"1400","1243",3,false,NONE,Average,8 Good,"1400","0.0","2000",2000,"98103",47.6534,-122.353,"1400","1335","0",false,0.231408371218096
"17449","415100010",2014/06/11,465000,"4",2.5,"2090","9702",1,false,NONE,Very Good,7 Average,"1320","770.0","1965",1965,"98133",47.7467,-122.339,"1850","7200","770",false,0.55861456716906
"17450","5500200010",2014/10/14,389950,"3",1.75,"1580","9049",1,false,NONE,Average,8 Good,"1580","0.0","1966",1966,"98177",47.7776,-122.375,"2100","8446","0",false,0.970938867011913
"17451","1842390130",2014/10/24,650000,"4",2.5,"2620","19864",2,false,NONE,Good,8 Good,"2620","0.0","1984",1984,"98052",47.7014,-122.122,"2500","13285","0",false,0.378689006914249
"17452","6362900007",2014/09/05,395000,"3",2,"1500","2506",1,false,NONE,Average,7 Average,"870","630.0","2003",2003,"98144",47.5962,-122.301,"1500","4662","630",false,0.482100829690661
"17453","5466380050",2014/12/19,304500,"4",2.5,"2030","5202",2,false,NONE,Average,8 Good,"2030","0.0","2001",2001,"98031",47.388,-122.176,"2260","5232","0",false,0.283018871411921
"17454","7417700185",2015/03/14,307000,"3",1,"1020","8484",1,false,NONE,Average,6 Low Average,"1020","0.0","1949",1949,"98155",47.7719,-122.31,"1180","9660","0",false,0.583686038095181
"17455","4127000050",2015/01/07,485000,"3",2.5,"1540","7120",1,false,NONE,Average,7 Average,"770","770.0","1938",2013,"98038",47.3729,-122.037,"1000","6638","770",true,0.03073209169207
"17456","8084900170",2014/10/23,1560000,"5",3,"3910","16200",1,false,NONE,Good,9 Better,"2890","1020.0","1960",1960,"98004",47.6326,-122.217,"3620","16200","1020",false,0.195825713339098
"17457","2205700470",2015/01/22,650500,"5",4.25,"3920","11412",2,false,NONE,Average,7 Average,"3920","0.0","1955",2005,"98006",47.5766,-122.151,"1400","9750","0",true,0.448843103271207
"17458","3629200020",2015/02/02,960000,"4",2.5,"3180","10105",2,false,NONE,Good,9 Better,"3180","0.0","1986",1986,"98040",47.5328,-122.226,"2670","10355","0",false,0.426432616680266
"17459","6070800050",2015/02/13,710000,"3",2.5,"2330","9160",2,false,NONE,Average,9 Better,"2330","0.0","1997",1997,"98006",47.5467,-122.181,"2460","9160","0",false,0.467458005201142
"17460","6329000185",2015/03/29,540000,"3",2.5,"2600","23361",1.5,true,EXCELLENT,Average,8 Good,"2150","450.0","1912",1912,"98146",47.4997,-122.379,"1700","14700","450",false,0.0535686161182358
"17461","8815400020",2014/07/24,601000,"4",1.75,"1950","4200",1,false,NONE,Very Good,7 Average,"1040","910.0","1951",1951,"98115",47.6755,-122.285,"1450","5000","910",false,1.09035372774379
"17462","1742800430",2015/05/04,463828,"5",1.75,"3250","13702",1,false,AVERAGE,Average,8 Good,"1650","1600.0","1965",1965,"98055",47.4883,-122.225,"2620","11328","1600",false,0.786301255107408
"17463","5006000170",2015/02/11,293000,"4",1,"1130","8308",1.5,false,NONE,Good,6 Low Average,"1130","0.0","1944",1944,"98166",47.4669,-122.355,"1130","8652","0",false,0.0525822829066761
"17464","7202310010",2014/10/20,597500,"3",2.5,"2620","4800",2,false,NONE,Average,7 Average,"2620","0.0","2002",2002,"98053",47.6849,-122.037,"2400","4756","0",false,0.251199854253658
"17465","323089005",2015/03/26,240000,"2",1,"1120","45302",1,false,AVERAGE,Good,5 Fair,"1120","0.0","1932",1932,"98045",47.5105,-121.77,"2150","101930","0",false,0.28645063975017
"17466","1525079056",2014/05/02,284000,"3",1.75,"1800","23103",1,false,NONE,Average,7 Average,"1800","0.0","1968",1968,"98014",47.6517,-121.906,"1410","18163","0",false,0.114219091453581
"17467","4140900050",2015/01/26,440000,"4",1.75,"2180","10200",1,false,AVERAGE,Average,8 Good,"2000","180.0","1966",1966,"98028",47.7638,-122.27,"2590","10445","180",false,0.462425338176851
"17468","7387500235",2014/05/15,340000,"3",1.75,"1960","8136",1,false,NONE,Average,7 Average,"980","980.0","1948",1948,"98106",47.5208,-122.364,"1070","7480","980",false,0.957366574161375
"17469","7387500235",2015/03/17,363000,"3",1.75,"1960","8136",1,false,NONE,Average,7 Average,"980","980.0","1948",1948,"98106",47.5208,-122.364,"1070","7480","980",false,0.957366574161375
"17470","3726800010",2014/07/14,270000,"2",1,"1150","3600",1,false,NONE,Average,6 Low Average,"1150","0.0","1910",1910,"98144",47.5729,-122.31,"1160","4000","0",false,0.228884008507872
"17471","2621760290",2014/08/27,365000,"4",2.5,"2800","6820",2,false,NONE,Good,7 Average,"2800","0.0","1997",1997,"98042",47.3695,-122.108,"2060","6820","0",false,0.308060785751335
"17472","6046401300",2014/06/09,428000,"3",2,"1310","2550",1,false,NONE,Average,7 Average,"780","530.0","1986",1986,"98103",47.6911,-122.35,"1460","5100","530",false,0.76473865035817
"17473","3326069026",2015/04/01,600000,"3",1.75,"2340","57499",1,false,NONE,Average,8 Good,"2340","0.0","1988",1988,"98053",47.6989,-122.044,"3260","137649","0",false,0.312249105356589
"17474","6608500290",2014/10/24,405000,"3",2.5,"1430","10200",1,false,NONE,Average,7 Average,"1430","0.0","1960",1960,"98033",47.7012,-122.166,"1470","10350","0",false,0.776735532528458
"17475","1862700290",2014/07/11,339900,"4",2.5,"2340","9748",1,false,FAIR,Average,8 Good,"1610","730.0","1981",1981,"98003",47.3363,-122.331,"2070","8241","730",false,0.456289697402838
"17476","4331000190",2014/12/23,275000,"3",1,"1290","11250",1,false,NONE,Average,7 Average,"1290","0.0","1956",1956,"98166",47.4743,-122.341,"1410","11196","0",false,0.745335571157468
"17477","5101400994",2014/07/17,361600,"2",1,"760","6380",1,false,NONE,Average,6 Low Average,"760","0.0","1941",1941,"98115",47.6914,-122.31,"1590","6380","0",false,0.193419173511642
"17478","1615900020",2015/03/20,325000,"6",2,"2780","13950",2.5,false,NONE,Good,7 Average,"2780","0.0","1955",1964,"98030",47.3738,-122.226,"2120","13950","0",true,0.205341295016363
"17479","2804600005",2014/12/19,1050000,"3",2,"2090","4077",1.5,false,NONE,Good,8 Good,"1530","560.0","1931",1931,"98112",47.6433,-122.3,"2010","4132","560",false,0.0961699571099644
"17480","7431500280",2014/11/10,959750,"4",3,"3060","50002",1,false,AVERAGE,Good,8 Good,"2460","600.0","1957",1957,"98008",47.6205,-122.096,"2740","16181","600",false,0.130269384141634
"17481","6303401365",2014/06/03,210000,"3",1,"1110","7962",1,false,NONE,Average,7 Average,"1110","0.0","1962",1962,"98146",47.5035,-122.36,"1200","8094","0",false,0.563919350673863
"17482","2817850290",2014/12/01,258000,"3",2,"1790","7879",1.5,false,NONE,Average,7 Average,"1790","0.0","1998",1998,"98001",47.2634,-122.289,"1790","7879","0",false,0.0949800690872558
"17483","3205100080",2014/07/08,468000,"3",1.5,"1830","9848",1,false,NONE,Very Good,7 Average,"1830","0.0","1962",1962,"98056",47.539,-122.18,"1830","8168","0",false,0.693052102859912
"17484","2464400280",2015/05/04,710000,"4",3.5,"2850","2910",2,false,AVERAGE,Average,8 Good,"1970","880.0","1905",1905,"98115",47.6855,-122.321,"1460","3880","880",false,0.362835208052944
"17485","7889601300",2015/04/21,268000,"3",1,"1420","6000",1,false,NONE,Average,6 Low Average,"1420","0.0","1941",1941,"98146",47.4913,-122.336,"1480","6000","0",false,0.277152629420951
"17486","8151600101",2015/01/16,115000,"2",1,"790","7252",1,false,NONE,Average,5 Fair,"790","0.0","1930",1930,"98146",47.5048,-122.365,"1260","11470","0",false,0.800384067075834
"17487","3764650010",2015/05/13,500000,"3",2.5,"2300","4307",2,false,NONE,Average,8 Good,"2300","0.0","1998",1998,"98034",47.7326,-122.197,"2010","4307","0",false,0.440491401599796
"17488","3521069150",2014/10/17,431000,"3",2.5,"2440","71002",1,false,NONE,Good,9 Better,"2440","0.0","1996",1996,"98022",47.2689,-122.01,"3170","84000","0",false,0.255833262356873
"17489","4345000440",2015/02/23,241500,"3",2,"1310","7349",1,false,NONE,Average,7 Average,"870","440.0","1995",1995,"98030",47.3639,-122.186,"1690","6580","440",false,0.190034318838656
"17490","1822059073",2015/04/14,300000,"3",1,"1380","12000",1,false,NONE,Average,7 Average,"1380","0.0","1963",1963,"98031",47.3997,-122.215,"1890","22001","0",false,0.377927129000843
"17491","2600130190",2014/11/07,982000,"4",2.5,"2790","10289",2,false,NONE,Average,9 Better,"2790","0.0","1987",1987,"98006",47.5483,-122.158,"2650","10126","0",false,0.318252207331324
"17492","7985100190",2015/01/06,248500,"3",2.5,"1360","7293",2,false,NONE,Average,8 Good,"1360","0.0","1988",1988,"98003",47.3304,-122.302,"1540","7353","0",false,0.119048657046939
"17493","305010050",2014/12/31,665000,"4",2.5,"2510","5936",2,false,NONE,Average,9 Better,"2510","0.0","1998",1998,"98075",47.5847,-122.032,"2760","6060","0",false,0.183362344316395
"17494","3761100257",2014/07/14,1220000,"3",3,"4560","16339",2,false,AVERAGE,Average,10 Very Good,"4040","520.0","2001",2001,"98034",47.7024,-122.243,"2620","11561","520",false,0.0724786291637448
"17495","952003340",2014/07/09,380000,"2",1,"780","3910",1,false,NONE,Average,6 Low Average,"780","0.0","1918",1918,"98126",47.566,-122.38,"1500","5060","0",false,0.548814642563061
"17496","3347401315",2014/06/16,220000,"3",2,"1410","7998",1,false,NONE,Good,7 Average,"1410","0.0","1940",1940,"98178",47.4968,-122.277,"1780","8278","0",false,0.371501273657799
"17497","513000585",2014/07/07,631500,"4",2,"2530","5650",1.5,false,NONE,Good,8 Good,"1910","620.0","1910",1910,"98116",47.5778,-122.382,"1310","5750","620",false,0.682396581070357
"17498","1049010050",2014/12/19,386100,"3",2,"1270","6760",1,false,NONE,Very Good,7 Average,"1270","0.0","1972",1972,"98034",47.7381,-122.179,"1550","5734","0",false,0.33620289746234
"17499","1370802455",2014/08/13,1050000,"4",4.5,"3180","4606",2,false,GOOD,Good,9 Better,"1990","1190.0","1929",1929,"98199",47.6402,-122.405,"2110","5323","1190",false,0.323281706797479
"17500","4206901435",2015/01/22,650000,"2",1.75,"1450","4000",1.5,false,NONE,Good,7 Average,"1350","100.0","1903",1903,"98105",47.6571,-122.326,"1310","4000","100",false,0.255972003055191
"17501","1467400095",2015/02/24,545000,"4",1.75,"2040","53578",1,false,NONE,Very Good,7 Average,"1160","880.0","1959",1959,"98038",47.3844,-122,"2040","53578","880",false,0.483596733624618
"17502","2592210290",2014/10/10,870000,"4",2.5,"2650","12001",2,false,NONE,Good,9 Better,"2650","0.0","1984",1984,"98006",47.5496,-122.14,"2880","14054","0",false,0.232114752064084
"17503","3034200275",2014/08/17,380000,"3",1.75,"1240","8611",1,false,NONE,Good,7 Average,"1240","0.0","1973",1973,"98133",47.7175,-122.331,"1700","8037","0",false,0.12849418593979
"17504","7221400285",2015/02/09,265000,"2",1,"820","8423",1,false,AVERAGE,Average,6 Low Average,"820","0.0","1957",1957,"98055",47.4741,-122.2,"1960","9140","0",false,1.04964029428779
